new,temp,humi,movement,vacc,naver
2723,17.0,44.8,6798568,0.0,0.49434
2467,17.4,48.9,6810123,0.0,0.45689
2193,12.5,36.8,6992812,0.0,0.42991
2268,12.5,59.9,6758339,0.0,0.36335
773,7.3,44.8,6227560,0.0,0.48704
3116,9.2,53.3,6710785,0.0,0.45625999999999994
2971,11.8,50.3,6835037,0.0,0.57311
2735,13.3,42.5,6866971,0.0,0.42544000000000004
2482,15.0,42.5,7040870,0.0,0.38732000000000005
2523,17.5,40.4,6263536,0.0,0.32764000000000004
2401,18.8,29.6,5836024,0.0,0.33194
842,19.0,29.4,6073749,0.0,0.47090000000000004
3588,17.6,40.4,6061730,0.0,0.44806
3353,11.9,97.8,5901207,0.0,0.43687
2887,8.8,94.6,6067737,0.0,0.41658
2667,8.9,65.0,6392491,0.0,0.39469
2589,8.8,51.1,6264839,0.0,0.33383
2285,10.8,56.8,5813310,0.0,0.31294
828,13.2,50.8,6118830,0.0,0.43746
3488,13.1,73.4,6004529,0.0,0.42515000000000003
3498,10.1,45.1,6212073,0.0,0.42257
2817,11.9,45.0,6233571,0.0,0.41451000000000005
